run_id,provider,level,file_type,file_size,repetition,is_warmup,input_bytes,output_bytes,compression_ratio,wall_time_s,energy_joules,energy_per_mb,rapl_overflow
1300,zstd,fast,csv,small,19,False,10485765,2235879,0.2132,0.62016,0.9578,0.0958,False
1301,zstd,default,pdf,large,19,False,640849579,509990233,0.7958,5.431027,45.7663,0.0749,False
1302,gzip,fast,image,large,19,False,524305254,377441426,0.7199,17.268306,139.9139,0.2798,False
1303,gzip,fast,text,small,19,False,10485805,2648092,0.2525,0.669977,1.2332,0.1233,False
1304,zstd,fast,text,medium,19,False,104857627,22100237,0.2108,0.878354,3.602,0.036,False
1305,7zip,fast,pdf,small,19,False,12769358,10075469,0.789,0.835595,4.606,0.3782,False
1306,gzip,default,csv,small,19,False,10485765,2408844,0.2297,0.827669,3.2139,0.3214,False
1307,zstd,fast,csv,large,19,False,524288001,101930759,0.1944,2.041277,14.644,0.0293,False
1308,7zip,fast,text,large,19,False,524288030,96386606,0.1838,4.068291,68.0952,0.1362,False
1309,zstd,fast,csv,medium,19,False,104857653,21438455,0.2045,0.865795,3.2534,0.0325,False
1310,gzip,default,csv,large,19,False,524288001,115321798,0.22,18.490363,148.7594,0.2975,False
1311,gzip,default,image,large,19,False,524305254,377312321,0.7196,20.481612,167.2475,0.3345,False
1312,zstd,default,text,small,19,False,10485805,2193734,0.2092,0.665942,1.0545,0.1054,False
1313,7zip,fast,csv,medium,19,False,104857653,21544093,0.2055,1.237895,13.4372,0.1344,False
1314,gzip,fast,csv,medium,19,False,104857653,26325008,0.2511,1.63756,9.8657,0.0987,False
1315,gzip,default,image,medium,19,False,104855286,84865059,0.8094,5.054079,37.5546,0.3756,False
1316,zstd,fast,pdf,medium,19,False,128005509,105000485,0.8203,1.052981,4.9692,0.0407,False
1317,7zip,fast,csv,small,19,False,10485765,2183261,0.2082,0.638118,1.8315,0.1831,False
1318,7zip,default,csv,large,19,False,524288001,81280338,0.155,31.886495,499.0035,0.998,False
1319,7zip,fast,image,small,19,False,10487014,7221096,0.6886,0.850124,4.4734,0.4473,False
1320,gzip,default,csv,medium,19,False,104857653,23459397,0.2237,4.254049,30.9786,0.3098,False
1321,gzip,default,text,large,19,False,524288030,96769579,0.1846,17.869268,144.3688,0.2887,False
1322,gzip,fast,csv,small,19,False,10485765,2678881,0.2555,0.651754,1.2793,0.1279,False
1323,gzip,fast,text,large,19,False,524288030,132357494,0.2525,6.483709,48.8545,0.0977,False
1324,7zip,fast,pdf,large,19,False,640849579,499474728,0.7794,11.446411,203.6956,0.3333,False
1325,gzip,default,text,medium,19,False,104857627,19352518,0.1846,4.064258,29.3922,0.2939,False
1326,zstd,default,csv,large,19,False,524288001,110782340,0.2113,3.235903,24.9702,0.0499,False
1327,zstd,default,text,medium,19,False,104857627,21909457,0.2089,1.025875,4.9886,0.0499,False
1328,7zip,default,image,medium,19,False,104855286,55792680,0.5321,9.431314,99.7232,0.9973,False
1329,gzip,fast,image,medium,19,False,104855286,77544599,0.7395,4.095007,29.3671,0.2937,False
1330,7zip,default,text,large,19,False,524288030,71234263,0.1359,36.086428,616.3745,1.2327,False
1331,zstd,default,pdf,small,19,False,12769358,10250835,0.8028,0.680148,1.2835,0.1054,False
1332,7zip,default,image,small,19,False,10487014,7047313,0.672,1.866905,12.5071,1.2506,False
1333,7zip,fast,text,small,19,False,10485805,1927433,0.1838,0.68196,1.8311,0.1831,False
1334,zstd,fast,image,large,19,False,524305254,486657296,0.9282,2.259377,16.592,0.0332,False
1335,7zip,default,pdf,medium,19,False,128005509,90608210,0.7078,10.84934,119.1836,0.9763,False
1336,7zip,default,text,medium,19,False,104857627,14248280,0.1359,24.457607,231.2632,2.3126,False
1337,gzip,fast,pdf,medium,19,False,128005509,104689165,0.8178,4.242132,31.3668,0.2569,False
1338,gzip,default,image,small,19,False,10487014,9233395,0.8805,1.03621,4.4561,0.4456,False
1339,gzip,fast,pdf,large,19,False,640849579,523533287,0.8169,19.042697,155.1283,0.2538,False
1340,gzip,default,text,small,19,False,10485805,1936758,0.1847,0.874148,3.1278,0.3128,False
1341,zstd,default,csv,medium,19,False,104857653,22477640,0.2144,1.024339,5.3463,0.0535,False
1342,zstd,default,image,small,19,False,10487014,9659926,0.9211,0.66427,1.2255,0.1225,False
1343,zstd,fast,text,large,19,False,524288030,110516839,0.2108,2.468052,17.511,0.035,False
1344,7zip,fast,image,medium,19,False,104855286,61003461,0.5818,2.425159,35.5895,0.3559,False
1345,zstd,default,image,medium,19,False,104855286,92184716,0.8792,1.6734,10.6296,0.1063,False
1346,7zip,fast,image,large,19,False,524305254,279173760,0.5325,9.651784,169.635,0.3393,False
1347,zstd,fast,text,small,19,False,10485805,2211221,0.2109,0.641605,0.9719,0.0972,False
1348,gzip,default,pdf,medium,19,False,128005509,104237376,0.8143,5.024884,37.9303,0.3107,False
1349,gzip,fast,image,small,19,False,10487014,8386057,0.7997,0.865889,3.1018,0.3101,False
1350,7zip,default,pdf,large,19,False,640849579,451987513,0.7053,30.502619,468.5688,0.7667,False
1351,7zip,fast,pdf,medium,19,False,128005509,99880525,0.7803,2.87261,41.5374,0.3403,False
1352,gzip,default,pdf,large,19,False,640849579,521279551,0.8134,22.450787,184.5163,0.3019,False
1353,zstd,fast,image,medium,19,False,104855286,97381960,0.9287,0.850713,3.4847,0.0348,False
1354,7zip,default,text,small,19,False,10485805,1428321,0.1362,3.387009,26.8203,2.682,False
1355,7zip,default,csv,medium,19,False,104857653,16377621,0.1562,21.095671,196.1315,1.9613,False
1356,zstd,fast,pdf,large,19,False,640849579,525249837,0.8196,2.836393,22.3623,0.0366,False
1357,gzip,fast,csv,large,19,False,524288001,129999687,0.248,6.42673,49.0338,0.0981,False
1358,7zip,default,pdf,small,19,False,12769358,9364459,0.7334,1.831089,13.4069,1.1009,False
1359,zstd,default,pdf,medium,19,False,128005509,102008755,0.7969,1.427021,9.1727,0.0751,False
1360,zstd,default,image,large,19,False,524305254,455072678,0.868,6.037783,50.6712,0.1013,False
1361,zstd,default,csv,small,19,False,10485765,2299741,0.2193,0.637029,1.0604,0.106,False
1362,zstd,default,text,large,19,False,524288030,109554649,0.209,3.02173,23.2039,0.0464,False
1363,gzip,fast,text,medium,19,False,104857627,26469188,0.2524,1.66284,9.8399,0.0984,False
1364,gzip,fast,pdf,small,19,False,12769358,10513741,0.8234,0.859265,3.1879,0.2618,False
1365,gzip,default,pdf,small,19,False,12769358,10474941,0.8203,1.023887,4.3852,0.3601,False
1366,zstd,fast,image,small,19,False,10487014,9750364,0.9298,0.619889,0.9756,0.0975,False
1367,7zip,default,csv,small,19,False,10485765,1693182,0.1615,3.435395,26.3023,2.6302,False
1368,7zip,default,image,large,19,False,524305254,230374423,0.4394,19.505252,346.737,0.6935,False
1369,zstd,default,image,large,20,False,524305254,455072678,0.868,6.262161,52.869,0.1057,False
1370,gzip,fast,image,small,20,False,10487014,8386057,0.7997,0.833648,3.1674,0.3167,False
1371,7zip,default,text,large,20,False,524288030,71234263,0.1359,36.218861,621.4791,1.243,False
1372,7zip,fast,text,large,20,False,524288030,96386606,0.1838,4.03077,68.0941,0.1362,False
1373,zstd,fast,image,large,20,False,524305254,486657296,0.9282,2.240815,16.8363,0.0337,False
1374,gzip,fast,pdf,small,20,False,12769358,10513741,0.8234,0.813706,3.3052,0.2714,False
1375,gzip,fast,pdf,large,20,False,640849579,523533287,0.8169,19.052658,154.7258,0.2532,False
1376,7zip,fast,image,small,20,False,10487014,7221096,0.6886,0.826275,4.5566,0.4556,False
1377,zstd,default,csv,medium,20,False,104857653,22477640,0.2144,1.063527,5.4421,0.0544,False
1378,gzip,fast,pdf,medium,20,False,128005509,104689165,0.8178,4.281043,31.4104,0.2573,False
1379,gzip,default,pdf,small,20,False,12769358,10474941,0.8203,1.00927,4.2937,0.3526,False
1380,7zip,fast,text,small,20,False,10485805,1927433,0.1838,0.647109,1.7866,0.1787,False
1381,gzip,fast,image,large,20,False,524305254,377441426,0.7199,17.240841,140.0627,0.2801,False
1382,7zip,fast,image,large,20,False,524305254,279173760,0.5325,9.680436,170.7055,0.3414,False
1383,7zip,fast,pdf,large,20,False,640849579,499474728,0.7794,11.428094,204.4243,0.3345,False
1384,7zip,default,image,medium,20,False,104855286,55792680,0.5321,10.050242,104.8261,1.0483,False
1385,zstd,default,image,small,20,False,10487014,9659926,0.9211,0.687662,1.3449,0.1345,False
1386,zstd,default,text,large,20,False,524288030,109554649,0.209,3.040431,22.7509,0.0455,False
1387,gzip,default,csv,medium,20,False,104857653,23459397,0.2237,4.288477,31.0793,0.3108,False
1388,7zip,default,image,small,20,False,10487014,7047313,0.672,1.835375,12.1833,1.2182,False
1389,gzip,default,image,small,20,False,10487014,9233395,0.8805,1.031042,4.4726,0.4472,False
1390,zstd,fast,pdf,medium,20,False,128005509,105000485,0.8203,1.039351,4.8997,0.0401,False
1391,7zip,fast,csv,small,20,False,10485765,2183261,0.2082,0.633901,2.0041,0.2004,False
1392,7zip,default,image,large,20,False,524305254,230374423,0.4394,19.495716,347.2439,0.6945,False
1393,zstd,default,csv,small,20,False,10485765,2299741,0.2193,0.6617,1.1185,0.1118,False
1394,zstd,fast,pdf,large,20,False,640849579,525249837,0.8196,2.859891,22.3769,0.0366,False
1395,gzip,default,csv,large,20,False,524288001,115321798,0.22,18.446161,149.1889,0.2984,False
1396,zstd,default,pdf,large,20,False,640849579,509990233,0.7958,5.659182,47.6838,0.078,False
1397,7zip,default,text,medium,20,False,104857627,14248280,0.1359,24.432304,230.4718,2.3047,False
1398,zstd,fast,csv,medium,20,False,104857653,21438455,0.2045,0.842163,3.2607,0.0326,False
1399,gzip,default,pdf,medium,20,False,128005509,104237376,0.8143,5.031606,37.779,0.3095,False
1400,7zip,fast,image,medium,20,False,104855286,61003461,0.5818,2.489644,35.6554,0.3566,False
1401,zstd,fast,csv,small,20,False,10485765,2235879,0.2132,0.65235,0.9489,0.0949,False
1402,gzip,fast,csv,medium,20,False,104857653,26325008,0.2511,1.671689,9.9893,0.0999,False
1403,zstd,default,pdf,medium,20,False,128005509,102008755,0.7969,1.425401,9.1176,0.0747,False
1404,gzip,fast,csv,small,20,False,10485765,2678881,0.2555,0.632025,1.2207,0.1221,False
1405,zstd,fast,text,small,20,False,10485805,2211221,0.2109,0.628313,0.9328,0.0933,False
1406,zstd,default,image,medium,20,False,104855286,92184716,0.8792,1.639804,10.5883,0.1059,False
1407,zstd,fast,image,medium,20,False,104855286,97381960,0.9287,0.86951,3.4337,0.0343,False
1408,zstd,fast,pdf,small,20,False,12769358,10512436,0.8233,0.666054,0.885,0.0727,False
1409,gzip,default,image,medium,20,False,104855286,84865059,0.8094,5.019992,37.4783,0.3748,False
1410,gzip,fast,text,small,20,False,10485805,2648092,0.2525,0.661817,1.3256,0.1326,False
1411,gzip,fast,csv,large,20,False,524288001,129999687,0.248,6.446674,48.807,0.0976,False
1412,gzip,fast,image,medium,20,False,104855286,77544599,0.7395,4.030106,29.4094,0.2941,False
1413,7zip,fast,pdf,medium,20,False,128005509,99880525,0.7803,2.857305,41.17,0.3373,False
1414,gzip,default,image,large,20,False,524305254,377312321,0.7196,20.447324,167.7055,0.3354,True
1415,7zip,fast,csv,medium,20,False,104857653,21544093,0.2055,1.20637,13.4957,0.135,False
1416,7zip,default,text,small,20,False,10485805,1428321,0.1362,3.449555,26.8666,2.6866,False
1417,gzip,default,csv,small,20,False,10485765,2408844,0.2297,0.833747,3.2023,0.3202,False
1418,gzip,default,text,small,20,False,10485805,1936758,0.1847,0.835025,3.1177,0.3118,False
1419,7zip,fast,text,medium,20,False,104857627,19275745,0.1838,1.264392,14.0806,0.1408,False
1420,7zip,default,pdf,medium,20,False,128005509,90608210,0.7078,10.878365,118.4378,0.9702,False
1421,zstd,fast,image,small,20,False,10487014,9750364,0.9298,0.650695,1.0032,0.1003,False
1422,zstd,fast,text,medium,20,False,104857627,22100237,0.2108,0.838214,3.4576,0.0346,False
1423,zstd,default,text,small,20,False,10485805,2193734,0.2092,0.66903,1.0694,0.1069,False
1424,zstd,fast,csv,large,20,False,524288001,101930759,0.1944,2.040852,14.5453,0.0291,False
1425,7zip,default,csv,large,20,False,524288001,81280338,0.155,31.866577,498.938,0.9979,False
1426,7zip,default,pdf,large,20,False,640849579,451987513,0.7053,30.740898,473.1164,0.7741,False
1427,gzip,fast,text,large,20,False,524288030,132357494,0.2525,6.413802,49.0467,0.0981,False
1428,zstd,default,text,medium,20,False,104857627,21909457,0.2089,1.037145,5.1315,0.0513,False
1429,7zip,fast,pdf,small,20,False,12769358,10075469,0.789,0.865818,4.719,0.3875,False
1430,7zip,default,csv,medium,20,False,104857653,16377621,0.1562,20.87067,195.6028,1.956,False
1431,gzip,default,text,large,20,False,524288030,96769579,0.1846,17.83416,144.0325,0.2881,False
1432,7zip,default,pdf,small,20,False,12769358,9364459,0.7334,1.825221,13.3793,1.0987,False
1433,gzip,default,text,medium,20,False,104857627,19352518,0.1846,4.029229,29.4711,0.2947,False
1434,gzip,default,pdf,large,20,False,640849579,521279551,0.8134,22.474885,183.4292,0.3001,False
1435,zstd,fast,text,large,20,False,524288030,110516839,0.2108,2.455906,17.3845,0.0348,False
1436,gzip,fast,text,medium,20,False,104857627,26469188,0.2524,1.626174,9.9793,0.0998,False
1437,zstd,default,csv,large,20,False,524288001,110782340,0.2113,3.214986,25.4086,0.0508,False
1438,7zip,default,csv,small,20,False,10485765,1693182,0.1615,3.433121,26.1715,2.6171,False
1439,zstd,default,pdf,small,20,False,12769358,10250835,0.8028,0.672191,1.302,0.1069,False
1440,7zip,fast,csv,large,20,False,524288001,106283588,0.2027,3.83565,63.6396,0.1273,False
1441,gzip,default,csv,small,21,False,10485765,2408844,0.2297,0.810437,3.1891,0.3189,False
1442,7zip,default,csv,large,21,False,524288001,81280338,0.155,31.846039,497.675,0.9953,False
1443,zstd,default,pdf,large,21,False,640849579,509990233,0.7958,5.61566,47.2394,0.0773,False
1444,gzip,default,image,medium,21,False,104855286,84865059,0.8094,4.831227,37.0742,0.3708,False
1445,zstd,fast,csv,large,21,False,524288001,101930759,0.1944,2.029387,14.6256,0.0293,False
1446,zstd,fast,pdf,large,21,False,640849579,525249837,0.8196,2.856315,22.4862,0.0368,False
1447,gzip,fast,image,medium,21,False,104855286,77544599,0.7395,4.029316,29.4295,0.2943,False
1448,7zip,fast,csv,medium,21,False,104857653,21544093,0.2055,1.225264,13.4657,0.1347,False
1449,7zip,default,text,large,21,False,524288030,71234263,0.1359,36.277156,617.7864,1.2356,False
1450,zstd,fast,text,small,21,False,10485805,2211221,0.2109,0.642877,0.865,0.0865,False
1451,gzip,default,image,small,21,False,10487014,9233395,0.8805,1.045893,4.5741,0.4574,False
1452,zstd,fast,image,small,21,False,10487014,9750364,0.9298,0.658158,0.8943,0.0894,False
1453,7zip,fast,image,medium,21,False,104855286,61003461,0.5818,2.428837,35.8267,0.3583,False
1454,7zip,fast,image,large,21,False,524305254,279173760,0.5325,9.64732,170.27,0.3405,False
1455,gzip,default,text,large,21,False,524288030,96769579,0.1846,17.842188,144.2982,0.2886,False
1456,gzip,fast,text,small,21,False,10485805,2648092,0.2525,0.657681,1.2224,0.1222,False
1457,zstd,default,csv,small,21,False,10485765,2299741,0.2193,0.60953,1.0242,0.1024,False
1458,zstd,fast,csv,small,21,False,10485765,2235879,0.2132,0.617414,0.945,0.0945,False
1459,7zip,fast,text,medium,21,False,104857627,19275745,0.1838,1.254683,14.1246,0.1412,False
1460,zstd,fast,text,medium,21,False,104857627,22100237,0.2108,0.870579,3.478,0.0348,False
1461,gzip,fast,pdf,large,21,False,640849579,523533287,0.8169,18.875821,153.6477,0.2514,False
1462,7zip,default,image,large,21,False,524305254,230374423,0.4394,19.513111,348.4324,0.6968,False
1463,7zip,fast,pdf,medium,21,False,128005509,99880525,0.7803,2.822944,41.73,0.3418,False
1464,zstd,fast,image,large,21,False,524305254,486657296,0.9282,2.227875,16.7336,0.0335,False
1465,gzip,fast,csv,large,21,False,524288001,129999687,0.248,6.463696,48.9313,0.0979,False
1466,7zip,fast,text,small,21,False,10485805,1927433,0.1838,0.631507,1.9549,0.1955,False
1467,zstd,default,pdf,small,21,False,12769358,10250835,0.8028,0.633299,1.2941,0.1063,False
1468,gzip,default,pdf,large,21,False,640849579,521279551,0.8134,22.446057,183.8804,0.3009,False
1469,gzip,fast,image,large,21,False,524305254,377441426,0.7199,17.448458,141.6804,0.2834,False
1470,zstd,default,text,medium,21,False,104857627,21909457,0.2089,1.039269,5.0847,0.0508,False
1471,7zip,default,image,medium,21,False,104855286,55792680,0.5321,9.640578,101.3419,1.0134,False
1472,zstd,default,image,large,21,False,524305254,455072678,0.868,6.013864,50.5427,0.1011,False
1473,7zip,default,pdf,small,21,False,12769358,9364459,0.7334,1.825373,13.4059,1.1008,False
1474,7zip,default,csv,medium,21,False,104857653,16377621,0.1562,21.045964,197.3188,1.9732,False
1475,zstd,fast,image,medium,21,False,104855286,97381960,0.9287,0.877617,3.4887,0.0349,False
1476,gzip,default,pdf,small,21,False,12769358,10474941,0.8203,1.037504,4.489,0.3686,False
1477,zstd,default,text,large,21,False,524288030,109554649,0.209,3.071268,23.3015,0.0466,False
1478,zstd,fast,pdf,small,21,False,12769358,10512436,0.8233,0.620946,1.0276,0.0844,False
1479,7zip,fast,text,large,21,False,524288030,96386606,0.1838,4.039009,67.9781,0.136,False
1480,7zip,default,csv,small,21,False,10485765,1693182,0.1615,3.406031,26.3302,2.633,False
1481,gzip,default,text,small,21,False,10485805,1936758,0.1847,0.83942,3.0212,0.3021,False
1482,zstd,fast,pdf,medium,21,False,128005509,105000485,0.8203,1.062505,5.0675,0.0415,False
1483,gzip,default,image,large,21,False,524305254,377312321,0.7196,20.442362,166.5979,0.3332,False
1484,gzip,fast,text,medium,21,False,104857627,26469188,0.2524,1.628738,9.847,0.0985,False
1485,gzip,fast,pdf,medium,21,False,128005509,104689165,0.8178,4.275298,31.4284,0.2575,False
1486,zstd,default,image,medium,21,False,104855286,92184716,0.8792,1.610981,10.5513,0.1055,False
1487,zstd,default,csv,medium,21,False,104857653,22477640,0.2144,1.008735,5.3522,0.0535,False
1488,7zip,fast,csv,large,21,False,524288001,106283588,0.2027,3.847459,63.6501,0.1273,False
1489,gzip,fast,csv,small,21,False,10485765,2678881,0.2555,0.628608,1.3388,0.1339,False
1490,zstd,fast,text,large,21,False,524288030,110516839,0.2108,2.489312,17.4727,0.0349,False
1491,zstd,default,pdf,medium,21,False,128005509,102008755,0.7969,1.420845,9.2422,0.0757,False
1492,gzip,default,pdf,medium,21,False,128005509,104237376,0.8143,5.09122,38.3244,0.3139,False
1493,gzip,default,csv,medium,21,False,104857653,23459397,0.2237,4.250016,30.8948,0.3089,False
1494,zstd,default,text,small,21,False,10485805,2193734,0.2092,0.624731,1.0435,0.1043,False
1495,zstd,default,image,small,21,False,10487014,9659926,0.9211,0.64814,1.2787,0.1279,False
1496,7zip,default,text,medium,21,False,104857627,14248280,0.1359,24.656439,231.0689,2.3107,False
1497,gzip,fast,text,large,21,False,524288030,132357494,0.2525,6.481591,48.8644,0.0977,False
1498,gzip,fast,csv,medium,21,False,104857653,26325008,0.2511,1.643442,10.0198,0.1002,False
1499,gzip,default,text,medium,21,False,104857627,19352518,0.1846,4.028238,29.6062,0.2961,False
1500,gzip,fast,pdf,small,21,False,12769358,10513741,0.8234,0.87148,3.1754,0.2608,False
1501,7zip,default,pdf,large,21,False,640849579,451987513,0.7053,30.527397,468.3408,0.7663,False
1502,7zip,fast,pdf,large,21,False,640849579,499474728,0.7794,11.43434,205.1469,0.3357,False
1503,7zip,fast,pdf,small,21,False,12769358,10075469,0.789,0.817266,4.7182,0.3874,False
1504,7zip,fast,image,small,21,False,10487014,7221096,0.6886,0.833078,4.451,0.445,False
1505,zstd,default,csv,large,21,False,524288001,110782340,0.2113,3.216453,25.487,0.051,False
1506,zstd,fast,csv,medium,21,False,104857653,21438455,0.2045,0.819687,3.2628,0.0326,False
1507,7zip,fast,csv,small,21,False,10485765,2183261,0.2082,0.631863,1.8744,0.1874,False
1508,7zip,default,image,small,21,False,10487014,7047313,0.672,1.844029,12.3516,1.235,False
1509,gzip,default,csv,large,21,False,524288001,115321798,0.22,18.431858,148.6193,0.2972,False
1510,7zip,default,text,small,21,False,10485805,1428321,0.1362,3.644332,27.6506,2.765,False
1511,gzip,fast,image,small,21,False,10487014,8386057,0.7997,0.838148,3.087,0.3087,False
1512,7zip,default,pdf,medium,21,False,128005509,90608210,0.7078,10.43271,116.0747,0.9508,False
1513,zstd,default,csv,large,22,False,524288001,110782340,0.2113,3.228146,25.1095,0.0502,False
1514,zstd,default,pdf,large,22,False,640849579,509990233,0.7958,5.647493,46.738,0.0765,False
1515,7zip,default,image,medium,22,False,104855286,55792680,0.5321,9.676468,100.9858,1.0099,False
1516,gzip,fast,text,medium,22,False,104857627,26469188,0.2524,1.701886,9.841,0.0984,False
1517,zstd,fast,pdf,small,22,False,12769358,10512436,0.8233,0.622569,0.9453,0.0776,False
1518,7zip,default,text,medium,22,False,104857627,14248280,0.1359,24.243685,229.5012,2.295,False
1519,zstd,default,image,small,22,False,10487014,9659926,0.9211,0.624483,1.2334,0.1233,False
1520,7zip,fast,image,large,22,False,524305254,279173760,0.5325,9.678965,169.5859,0.3392,False
1521,7zip,default,csv,medium,22,False,104857653,16377621,0.1562,21.054355,197.319,1.9732,False
1522,gzip,fast,text,small,22,False,10485805,2648092,0.2525,0.6702,1.3157,0.1316,False
1523,gzip,fast,pdf,large,22,False,640849579,523533287,0.8169,18.864882,154.2439,0.2524,False
1524,zstd,default,csv,small,22,False,10485765,2299741,0.2193,0.631237,1.0575,0.1057,False
1525,zstd,fast,csv,small,22,False,10485765,2235879,0.2132,0.632432,0.8701,0.087,False
1526,7zip,default,pdf,large,22,False,640849579,451987513,0.7053,30.527206,469.6064,0.7684,False
1527,7zip,fast,pdf,large,22,False,640849579,499474728,0.7794,11.443432,204.6435,0.3348,False
1528,7zip,fast,csv,small,22,False,10485765,2183261,0.2082,0.668559,1.9983,0.1998,False
1529,7zip,default,pdf,medium,22,False,128005509,90608210,0.7078,10.631355,117.3495,0.9613,False
1530,7zip,default,pdf,small,22,False,12769358,9364459,0.7334,1.829949,13.4906,1.1078,False
1531,7zip,fast,pdf,small,22,False,12769358,10075469,0.789,0.857743,4.8107,0.395,False
1532,gzip,default,pdf,medium,22,False,128005509,104237376,0.8143,5.070852,37.6134,0.3081,False
1533,gzip,default,csv,large,22,False,524288001,115321798,0.22,18.433878,148.7225,0.2974,False
1534,gzip,default,image,medium,22,False,104855286,84865059,0.8094,5.066973,37.5828,0.3758,False
1535,gzip,fast,image,small,22,False,10487014,8386057,0.7997,0.831664,3.051,0.3051,False
1536,gzip,default,pdf,small,22,False,12769358,10474941,0.8203,1.013638,4.3391,0.3563,False
1537,gzip,fast,image,large,22,False,524305254,377441426,0.7199,17.43738,140.9986,0.282,False
1538,zstd,fast,pdf,large,22,False,640849579,525249837,0.8196,2.87449,22.3301,0.0365,False
1539,7zip,default,csv,small,22,False,10485765,1693182,0.1615,3.445239,26.3276,2.6328,False
1540,7zip,default,text,small,22,False,10485805,1428321,0.1362,3.458106,27.1225,2.7122,False
1541,gzip,default,csv,medium,22,False,104857653,23459397,0.2237,4.241963,30.821,0.3082,False
1542,gzip,default,text,large,22,False,524288030,96769579,0.1846,17.859071,143.9129,0.2878,False
1543,7zip,default,csv,large,22,False,524288001,81280338,0.155,31.893316,496.8526,0.9937,False
1544,7zip,fast,image,medium,22,False,104855286,61003461,0.5818,2.437984,35.7794,0.3578,False
1545,gzip,fast,csv,large,22,False,524288001,129999687,0.248,6.463435,49.0953,0.0982,False
1546,zstd,fast,image,medium,22,False,104855286,97381960,0.9287,0.836925,3.5643,0.0356,False
1547,gzip,default,image,small,22,False,10487014,9233395,0.8805,1.033987,4.7668,0.4766,False
1548,7zip,fast,csv,large,22,False,524288001,106283588,0.2027,3.83361,63.6616,0.1273,False
1549,zstd,fast,pdf,medium,22,False,128005509,105000485,0.8203,1.027265,4.8893,0.0401,False
1550,7zip,fast,text,medium,22,False,104857627,19275745,0.1838,1.245105,14.2065,0.1421,False
1551,zstd,fast,image,large,22,False,524305254,486657296,0.9282,2.22338,16.5538,0.0331,False
1552,7zip,fast,pdf,medium,22,False,128005509,99880525,0.7803,2.838756,41.2772,0.3381,False
1553,gzip,fast,pdf,medium,22,False,128005509,104689165,0.8178,4.221865,31.1199,0.2549,False
1554,gzip,fast,image,medium,22,False,104855286,77544599,0.7395,4.066817,29.2544,0.2926,False
1555,zstd,default,image,large,22,False,524305254,455072678,0.868,6.071309,50.4299,0.1009,False
1556,zstd,fast,text,medium,22,False,104857627,22100237,0.2108,0.829889,3.5665,0.0357,False
1557,gzip,fast,csv,medium,22,False,104857653,26325008,0.2511,1.645898,10.0305,0.1003,False
1558,gzip,default,csv,small,22,False,10485765,2408844,0.2297,0.849593,3.1668,0.3167,False
1559,gzip,fast,text,large,22,False,524288030,132357494,0.2525,6.444976,48.9804,0.098,False
1560,gzip,default,image,large,22,False,524305254,377312321,0.7196,20.449545,166.6146,0.3332,False
1561,zstd,fast,image,small,22,False,10487014,9750364,0.9298,0.644235,0.9014,0.0901,False
1562,7zip,fast,text,large,22,False,524288030,96386606,0.1838,4.040125,68.025,0.136,False
1563,gzip,default,pdf,large,22,False,640849579,521279551,0.8134,22.432141,183.8626,0.3008,False
1564,zstd,fast,csv,medium,22,False,104857653,21438455,0.2045,0.838623,3.2737,0.0327,False
1565,7zip,default,text,large,22,False,524288030,71234263,0.1359,36.26252,615.8915,1.2318,False
1566,zstd,fast,text,small,22,False,10485805,2211221,0.2109,0.635139,0.8694,0.0869,False
1567,zstd,default,text,large,22,False,524288030,109554649,0.209,3.0221,23.0632,0.0461,False
1568,7zip,fast,image,small,22,False,10487014,7221096,0.6886,0.868552,4.5239,0.4523,False
1569,7zip,fast,csv,medium,22,False,104857653,21544093,0.2055,1.235498,13.6055,0.1361,False
1570,zstd,default,pdf,small,22,False,12769358,10250835,0.8028,0.624823,1.3526,0.1111,False
1571,gzip,default,text,medium,22,False,104857627,19352518,0.1846,4.037109,29.2485,0.2925,False
1572,zstd,default,csv,medium,22,False,104857653,22477640,0.2144,1.033561,5.4188,0.0542,False
1573,zstd,default,pdf,medium,22,False,128005509,102008755,0.7969,1.418576,9.2108,0.0755,False
1574,7zip,fast,text,small,22,False,10485805,1927433,0.1838,0.683484,1.8999,0.19,False
1575,zstd,fast,text,large,22,False,524288030,110516839,0.2108,2.4532,17.5107,0.035,False
1576,gzip,fast,pdf,small,22,False,12769358,10513741,0.8234,0.848298,3.1417,0.258,False
1577,7zip,default,image,large,22,False,524305254,230374423,0.4394,19.481352,346.5506,0.6931,False
1578,zstd,default,text,small,22,False,10485805,2193734,0.2092,0.658299,0.9961,0.0996,False
1579,gzip,fast,csv,small,22,False,10485765,2678881,0.2555,0.607447,1.2558,0.1256,False
1580,zstd,default,text,medium,22,False,104857627,21909457,0.2089,1.021224,5.0813,0.0508,False
1581,gzip,default,text,small,22,False,10485805,1936758,0.1847,0.8487,3.0793,0.3079,False
1582,zstd,default,image,medium,22,False,104855286,92184716,0.8792,1.651547,10.602,0.106,False
1583,zstd,fast,csv,large,22,False,524288001,101930759,0.1944,2.09063,14.6971,0.0294,False
1584,7zip,default,image,small,22,False,10487014,7047313,0.672,1.837191,12.1454,1.2144,False
1585,gzip,default,pdf,small,23,False,12769358,10474941,0.8203,1.029155,4.3801,0.3597,False
1586,gzip,default,csv,large,23,False,524288001,115321798,0.22,18.445957,149.2711,0.2985,False
1587,7zip,default,pdf,small,23,False,12769358,9364459,0.7334,1.849763,13.4194,1.102,False
